title,director,year,runtime,countries,genres,premiere_status,session_date,session_venue,session_time,film_url
Fiume o morte!,Igor Bezinović,2025,112 mins,"Italy, Croatia, Slovenia","Documentary, Experimental",Australian Premiere,2025-08-20,ACMI,1:45pm,https://miff.com.au/program/film/fiume-o-morte
Fiume o morte!,Igor Bezinović,2025,112 mins,"Italy, Croatia, Slovenia","Documentary, Experimental",Australian Premiere,2025-08-24,Unknown,1:15pm,https://miff.com.au/program/film/fiume-o-morte
The Python Hunt,Xander Robin,2025,91 mins,USA,Documentary,Australian Premiere,2025-08-11,Unknown,6:15pm,https://miff.com.au/program/film/the-python-hunt
The Python Hunt,Xander Robin,2025,91 mins,USA,Documentary,Australian Premiere,2025-08-13,Hoyts 8/10Level 3,6:30pm,https://miff.com.au/program/film/the-python-hunt
Iron Winter,Kasimir Burgess,2025,90 mins,"Australia, Mongolia",Documentary,International Premiere,2025-08-09,ACMI,10:45am,https://miff.com.au/program/film/iron-winter
Iron Winter,Kasimir Burgess,2025,90 mins,"Australia, Mongolia",Documentary,International Premiere,2025-08-11,Unknown,6:15pm,https://miff.com.au/program/film/iron-winter
Iron Winter,Kasimir Burgess,2025,90 mins,"Australia, Mongolia",Documentary,International Premiere,2025-08-23,Unknown,4:00pm,https://miff.com.au/program/film/iron-winter
By Design,Amanda Kramer,2025,91 mins,USA,"Drama, Comedy",Australian Premiere,2025-08-10,Hoyts 8/10Level 3,4:00pm,https://miff.com.au/program/film/by-design
By Design,Amanda Kramer,2025,91 mins,USA,"Drama, Comedy",Australian Premiere,2025-08-22,Hoyts 8/10Level 3,6:30pm,https://miff.com.au/program/film/by-design
My Father's Shadow,Akinola Davies Jr,2025,94 mins,"UK, Nigeria",Drama,Victorian Premiere,2025-08-16,Capitol113 Swanston StEnzo1:00pmLeft-Handed Girl3:30pmMy Father's Shadow6:15pmDreams (Sex Love)8:45pm My Father's Shadow6:15pm My Father's Shadow6:15pm My Father's Shadow,1:00pm,https://miff.com.au/program/film/my-fathers-shadow
My Father's Shadow,Akinola Davies Jr,2025,94 mins,"UK, Nigeria",Drama,Victorian Premiere,2025-08-22,Forum154 Flinders StreetPrime Minister10:00amThe End12:30pmMy Father's Shadow3:45pmThe Rivals of Amziah King6:00pmTwinless9:30pm My Father's Shadow3:45pm My Father's Shadow3:45pm My Father's Shadow,10:00am,https://miff.com.au/program/film/my-fathers-shadow
WTF Shorts,,,,,"Drama, Comedy, Animation, Thriller, Mystery, Fantasy",,2025-08-08,Unknown,6:30pm,https://miff.com.au/program/film/wtf-shorts
WTF Shorts,,,,,"Drama, Comedy, Animation, Thriller, Mystery, Fantasy",,2025-08-20,ACMI,10:00am,https://miff.com.au/program/film/wtf-shorts
Careless,Sue Thomson,2025,88 mins,Australia,Documentary,World Premiere,2025-08-16,ACMI,10:00am,https://miff.com.au/program/film/careless
Careless,Sue Thomson,2025,88 mins,Australia,Documentary,World Premiere,2025-08-20,Unknown,6:15pm,https://miff.com.au/program/film/careless
Careless,Sue Thomson,2025,88 mins,Australia,Documentary,World Premiere,2025-08-24,Unknown,1:15pm,https://miff.com.au/program/film/careless
Hidden in Plain Sight: Women in Horror,,,,,,,2025-08-24,Unknown,12:00pm,https://miff.com.au/program/film/hidden-in-plain-sight-women-in-horror
Magic Farm,Amalia Ulman,2025,93 mins,"USA, Argentina","Drama, Comedy, Experimental",Australian Premiere,2025-08-16,Hoyts 11Level 3,3:30pm,https://miff.com.au/program/film/magic-farm
Magic Farm,Amalia Ulman,2025,93 mins,"USA, Argentina","Drama, Comedy, Experimental",Australian Premiere,2025-08-20,Capitol113 Swanston StSound of Falling6:00pmMagic Farm9:30pm Magic Farm9:30pm Magic Farm9:30pm Magic Farm,6:00pm,https://miff.com.au/program/film/magic-farm
Mr. Nobody Against Putin,David Borenstein,2025,90 mins,"Denmark, Czechia",Documentary,Victorian Premiere,2025-08-18,ACMI,11:15am,https://miff.com.au/program/film/mr-nobody-against-putin
Mr. Nobody Against Putin,David Borenstein,2025,90 mins,"Denmark, Czechia",Documentary,Victorian Premiere,2025-08-23,Forum154 Flinders StreetRomería11:00amImagine1:45pmThe President's Cake4:15pmMr. Nobody Against Putin6:45pmThe Secret Agent9:00pm Mr. Nobody Against Putin6:45pm Mr. Nobody Against Putin6:45pm Mr. Nobody Against Putin,11:00am,https://miff.com.au/program/film/mr-nobody-against-putin
Mr. Nobody Against Putin,David Borenstein,2025,90 mins,"Denmark, Czechia",Documentary,Victorian Premiere,2025-08-24,Hoyts 11Level 3,1:30pm,https://miff.com.au/program/film/mr-nobody-against-putin
"Maya, Give Me a Title",Michel Gondry,2024,62 mins,France,Animation,Australian Premiere,2025-08-13,ACMI,10:30am,https://miff.com.au/program/film/maya-give-me-a-title
"Maya, Give Me a Title",Michel Gondry,2024,62 mins,France,Animation,Australian Premiere,2025-08-19,ACMI,10:30am,https://miff.com.au/program/film/maya-give-me-a-title
"Maya, Give Me a Title",Michel Gondry,2024,62 mins,France,Animation,Australian Premiere,2025-08-23,Hoyts 8/10Level 3,1:15pm,https://miff.com.au/program/film/maya-give-me-a-title
A Story About Fire,Li Wenyu,2025,85 mins,China,Animation,Australian Premiere,2025-08-13,ACMI,10:30am,https://miff.com.au/program/film/a-story-about-fire
A Story About Fire,Li Wenyu,2025,85 mins,China,Animation,Australian Premiere,2025-08-21,ACMI,10:00am,https://miff.com.au/program/film/a-story-about-fire
The Dysphoria,Kylie Aoibheann,2025,13 mins,Australia,Horror,Australian Premiere,2025-08-14,ACMI,10:30am,https://miff.com.au/program/film/the-dysphoria
The Dysphoria,Kylie Aoibheann,2025,13 mins,Australia,Horror,Australian Premiere,2025-08-24,Unknown,10:45am,https://miff.com.au/program/film/the-dysphoria
She Dolls With Dollies,Karin Fisslthaler,2024,3 mins,Austria,Experimental,Australian Premiere,2025-08-10,ACMI,11:15am,https://miff.com.au/program/film/she-dolls-with-dollies
She Dolls With Dollies,Karin Fisslthaler,2024,3 mins,Austria,Experimental,Australian Premiere,2025-08-19,ACMI,11:15am,https://miff.com.au/program/film/she-dolls-with-dollies
Water Girl,Sandra Desmazières,2025,15 mins,"France, Netherlands, Portugal",Animation,International Premiere,2025-08-09,ACMI,10:45am,https://miff.com.au/program/film/water-girl
Water Girl,Sandra Desmazières,2025,15 mins,"France, Netherlands, Portugal",Animation,International Premiere,2025-08-17,Unknown,11:00am,https://miff.com.au/program/film/water-girl
In Conversation: Charlotte Wells & Sophie Hyde,,,,,,,2025-08-17,Unknown,11:00am,https://miff.com.au/program/film/in-conversation-charlotte-wells-sophie-hyde
It Ends,Alex Ullom,2025,87 mins,USA,"Drama, Horror",Victorian Premiere,2025-08-17,Hoyts 8/10Level 3,6:30pm,https://miff.com.au/program/film/it-ends
It Ends,Alex Ullom,2025,87 mins,USA,"Drama, Horror",Victorian Premiere,2025-08-23,ACMI,10:30am,https://miff.com.au/program/film/it-ends
Experimental Shorts,,,,,"Documentary, Experimental, Sci-Fi",,2025-08-10,ACMI,11:15am,https://miff.com.au/program/film/experimental-shorts
Experimental Shorts,,,,,"Documentary, Experimental, Sci-Fi",,2025-08-19,ACMI,11:15am,https://miff.com.au/program/film/experimental-shorts
Imagine,Jack Manning Bancroft,2025,80 mins,Australia,Animation,World Premiere,2025-08-17,Capitol113 Swanston StPrime Minister1:00pmImagine4:00pmPavements6:30pm Imagine4:00pm Imagine4:00pm Imagine,1:00pm,https://miff.com.au/program/film/imagine
Imagine,Jack Manning Bancroft,2025,80 mins,Australia,Animation,World Premiere,2025-08-23,Forum154 Flinders StreetRomería11:00amImagine1:45pmThe President's Cake4:15pmMr. Nobody Against Putin6:45pmThe Secret Agent9:00pm Imagine1:45pm Imagine1:45pm Imagine,11:00am,https://miff.com.au/program/film/imagine
Les Rendez-vous d’Anna,Chantal Akerman,1978,127 mins,"Germany, France, Belgium",Drama,Australian Premiere,2025-08-14,Unknown,6:15pm,https://miff.com.au/program/film/les-rendez-vous-danna
"I, Poppy",Vivek Chaudhary,2025,82 mins,India,Documentary,Australian Premiere,2025-08-11,ACMI,10:45am,https://miff.com.au/program/film/i-poppy
"I, Poppy",Vivek Chaudhary,2025,82 mins,India,Documentary,Australian Premiere,2025-08-23,Unknown,11:00am,https://miff.com.au/program/film/i-poppy
We Bury the Dead,Zak Hilditch,2025,94 mins,Australia,"Drama, Horror",Victorian Premiere,2025-08-13,Hoyts 11Level 3,6:15pm,https://miff.com.au/program/film/we-bury-the-dead
We Bury the Dead,Zak Hilditch,2025,94 mins,Australia,"Drama, Horror",Victorian Premiere,2025-08-15,Capitol113 Swanston StThe President's Cake3:30pmWe Bury the Dead6:00pmBeast of War8:45pm We Bury the Dead6:00pm We Bury the Dead6:00pm We Bury the Dead,3:30pm,https://miff.com.au/program/film/we-bury-the-dead
Passionless Moments,Jane Campion,1983,13 mins,Australia,Drama,,2025-08-23,Capitol113 Swanston StJourney Home,10:15am,https://miff.com.au/program/film/passionless-moments
Remaining Native,Paige Bethmann,2025,87 mins,USA,Documentary,Victorian Premiere,2025-08-08,ACMI,1:45pm,https://miff.com.au/program/film/remaining-native
Remaining Native,Paige Bethmann,2025,87 mins,USA,Documentary,Victorian Premiere,2025-08-20,ACMI,1:45pm,https://miff.com.au/program/film/remaining-native
Glasses,Yumi Joung,2025,16 mins,South Korea,Animation,Australian Premiere,2025-08-09,ACMI,10:45am,https://miff.com.au/program/film/glasses
Glasses,Yumi Joung,2025,16 mins,South Korea,Animation,Australian Premiere,2025-08-17,Unknown,11:00am,https://miff.com.au/program/film/glasses
Mirrors No. 3,Christian Petzold,2025,86 mins,Germany,Drama,Victorian Premiere,2025-08-22,ACMI,10:15am,https://miff.com.au/program/film/mirrors-no-3
Mirrors No. 3,Christian Petzold,2025,86 mins,Germany,Drama,Victorian Premiere,2025-08-23,Hoyts 11Level 3,12:15pm,https://miff.com.au/program/film/mirrors-no-3
Limbophobia,Wen-Yee Hsieh,2024,25 mins,Taiwan,Sci-Fi,Australian Premiere,,,,https://miff.com.au/program/film/limbophobia
Panadrilo,Marcela Heilbron,2024,15 mins,Panama,"Drama, Comedy, Fantasy",Australian Premiere,2025-08-08,ACMI,1:45pm,https://miff.com.au/program/film/panadrilo
Panadrilo,Marcela Heilbron,2024,15 mins,Panama,"Drama, Comedy, Fantasy",Australian Premiere,2025-08-18,Unknown,6:00pm,https://miff.com.au/program/film/panadrilo
little boy,James Benning,2025,74 mins,USA,Experimental,Australian Premiere,2025-08-16,ACMI,10:15am,https://miff.com.au/program/film/little-boy
little boy,James Benning,2025,74 mins,USA,Experimental,Australian Premiere,2025-08-19,Unknown,5:30pm,https://miff.com.au/program/film/little-boy
Ma - Cry of Silence,The Maw Naing,2024,74 mins,"France, South Korea, Norway, Singapore, Myanmar, Qatar",Drama,Australian Premiere,2025-08-15,ACMI,10:30am,https://miff.com.au/program/film/ma-cry-of-silence
Ma - Cry of Silence,The Maw Naing,2024,74 mins,"France, South Korea, Norway, Singapore, Myanmar, Qatar",Drama,Australian Premiere,2025-08-19,ACMI,11:15am,https://miff.com.au/program/film/ma-cry-of-silence
The Eviction,Rebecca Metcalf,2024,14 mins,Australia,"Drama, Comedy",Victorian Premiere,2025-08-11,ACMI,10:00am,https://miff.com.au/program/film/the-eviction
The Eviction,Rebecca Metcalf,2024,14 mins,Australia,"Drama, Comedy",Victorian Premiere,2025-08-22,ACMI,10:15am,https://miff.com.au/program/film/the-eviction
A Brighter Summer Day for the Lady Avengers,Birdy Wei-Ting Hung,2024,12 mins,"USA, Taiwan","Drama, Horror, Romance",Australian Premiere,2025-08-09,ACMI,11:15am,https://miff.com.au/program/film/a-brighter-summer-day-for-the-lady-avengers
A Brighter Summer Day for the Lady Avengers,Birdy Wei-Ting Hung,2024,12 mins,"USA, Taiwan","Drama, Horror, Romance",Australian Premiere,2025-08-21,Unknown,3:45pm,https://miff.com.au/program/film/a-brighter-summer-day-for-the-lady-avengers
Chantal Akerman: Her First Look Behind the Camera,Chantal Akerman,1967,14 mins,Belgium,Experimental,Australian Premiere,2025-08-10,Unknown,1:15pm,https://miff.com.au/program/film/chantal-akerman-her-first-look-behind-the-camera
Deeper,Jennifer Peedom,2025,87 mins,Australia,Documentary,Victorian Premiere,2025-08-10,Unknown,6:30pm,https://miff.com.au/program/film/deeper
Deeper,Jennifer Peedom,2025,87 mins,Australia,Documentary,Victorian Premiere,2025-08-22,Hoyts 8/10Level 3,6:30pm,https://miff.com.au/program/film/deeper
Pack Rat,Lucy Suess,2024,18 mins,New Zealand,Drama,Australian Premiere,2025-08-14,ACMI,10:30am,https://miff.com.au/program/film/pack-rat
Pack Rat,Lucy Suess,2024,18 mins,New Zealand,Drama,Australian Premiere,2025-08-24,Unknown,10:45am,https://miff.com.au/program/film/pack-rat
Ana & Oto,Isabela Costa,2024,16 mins,Brazil,"Drama, Comedy, Experimental",World Premiere,2025-08-12,ACMI,11:00am,https://miff.com.au/program/film/ana-oto
Ana & Oto,Isabela Costa,2024,16 mins,Brazil,"Drama, Comedy, Experimental",World Premiere,2025-08-23,ACMI,10:45am,https://miff.com.au/program/film/ana-oto
It Was Just an Accident,Jafar Panahi,2025,101 mins,"France, Luxembourg, Iran",Drama,Victorian Premiere,2025-08-16,Unknown,3:30pm,https://miff.com.au/program/film/it-was-just-an-accident
It Was Just an Accident,Jafar Panahi,2025,101 mins,"France, Luxembourg, Iran",Drama,Victorian Premiere,2025-08-20,Forum154 Flinders StreetCutting Through Rocks10:30amIt Was Just an Accident1:00pmEnzo3:30pmPasa Faho6:00pmA Useful Ghost8:45pm It Was Just an Accident1:00pm It Was Just an Accident1:00pm It Was Just an Accident,10:30am,https://miff.com.au/program/film/it-was-just-an-accident
It Was Just an Accident,Jafar Panahi,2025,101 mins,"France, Luxembourg, Iran",Drama,Victorian Premiere,2025-08-23,Unknown,1:00pm,https://miff.com.au/program/film/it-was-just-an-accident
Nervous Energy,Eve Liu,2025,15 mins,USA,"Drama, Comedy",Victorian Premiere,2025-08-08,ACMI,1:45pm,https://miff.com.au/program/film/nervous-energy
Nervous Energy,Eve Liu,2025,15 mins,USA,"Drama, Comedy",Victorian Premiere,2025-08-18,Unknown,6:00pm,https://miff.com.au/program/film/nervous-energy
Salt Saliva Sperm & Sweat,Philip Brophy,1988,47 mins,Australia,"Comedy, Experimental",Australian Premiere,2025-08-21,ACMI,11:15am,https://miff.com.au/program/film/salt-saliva-sperm-sweat
Salt Saliva Sperm & Sweat,Philip Brophy,1988,47 mins,Australia,"Comedy, Experimental",Australian Premiere,2025-08-22,ACMI,10:45am,https://miff.com.au/program/film/salt-saliva-sperm-sweat
Fwends,Sophie Somerville,2024,92 mins,Australia,"Drama, Comedy",Victorian Premiere,2025-08-19,ACMI,10:30am,https://miff.com.au/program/film/fwends
Fwends,Sophie Somerville,2024,92 mins,Australia,"Drama, Comedy",Victorian Premiere,2025-08-21,Unknown,3:45pm,https://miff.com.au/program/film/fwends
"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",Chantal Akerman,1979,201 mins,"France, Belgium",Drama,,2025-08-09,Capitol113 Swanston StJeanne Dielman,2:00pm,https://miff.com.au/program/film/jeanne-dielman-23-quai-du-commerce-1080-bruxelles
The Secret of Me,Grace Hughes-Hallett,2025,97 mins,UK,Documentary,Australian Premiere,2025-08-12,Unknown,6:15pm,https://miff.com.au/program/film/the-secret-of-me
The Secret of Me,Grace Hughes-Hallett,2025,97 mins,UK,Documentary,Australian Premiere,2025-08-14,ACMI,10:30am,https://miff.com.au/program/film/the-secret-of-me
The Shirt off Your Back,David Robinson-Smith,2025,9 mins,Australia,"Drama, Thriller, Mystery",Victorian Premiere,2025-08-08,Unknown,6:30pm,https://miff.com.au/program/film/the-shirt-off-your-back
The Shirt off Your Back,David Robinson-Smith,2025,9 mins,Australia,"Drama, Thriller, Mystery",Victorian Premiere,2025-08-20,ACMI,10:00am,https://miff.com.au/program/film/the-shirt-off-your-back
World at Stake,Adrian Jonas Haim,2025,18 mins,Austria,"Drama, Comedy",Australian Premiere,2025-08-08,Unknown,6:30pm,https://miff.com.au/program/film/world-at-stake
World at Stake,Adrian Jonas Haim,2025,18 mins,Austria,"Drama, Comedy",Australian Premiere,2025-08-20,ACMI,10:00am,https://miff.com.au/program/film/world-at-stake
What Does That Nature Say To You,Hong Sang-soo,2025,108 mins,South Korea,"Drama, Comedy",Victorian Premiere,2025-08-21,ACMI,10:00am,https://miff.com.au/program/film/what-does-that-nature-say-to-you
What Does That Nature Say To You,Hong Sang-soo,2025,108 mins,South Korea,"Drama, Comedy",Victorian Premiere,2025-08-24,Capitol113 Swanston StThe Golden Spurtle10:00amTwo Prosecutors12:30pmSound of Falling3:15pmThe Blue Trail7:00pmWhat Does That Nature Say To You9:15pm What Does That Nature Say To You9:15pm What Does That Nature Say To You9:15pm What Does That Nature Say To You,10:00am,https://miff.com.au/program/film/what-does-that-nature-say-to-you
I Saw a King,Giorgia Farina,2024,95 mins,Italy,Drama,Australian Premiere,2025-08-11,ACMI,10:00am,https://miff.com.au/program/film/i-saw-a-king
I Saw a King,Giorgia Farina,2024,95 mins,Italy,Drama,Australian Premiere,2025-08-19,ACMI,10:30am,https://miff.com.au/program/film/i-saw-a-king
Three by Wim Wenders,,,,,"Documentary, Experimental",,2025-08-14,Unknown,6:45pm,https://miff.com.au/program/film/three-by-wim-wenders
Sirât,Oliver Laxe,2025,115 mins,"France, Spain","Drama, Thriller",Victorian Premiere,2025-08-09,Unknown,6:30pm,https://miff.com.au/program/film/sirat
Sirât,Oliver Laxe,2025,115 mins,"France, Spain","Drama, Thriller",Victorian Premiere,2025-08-13,Unknown,6:00pm,https://miff.com.au/program/film/sirat
Sirât,Oliver Laxe,2025,115 mins,"France, Spain","Drama, Thriller",Victorian Premiere,2025-08-23,Unknown,1:00pm,https://miff.com.au/program/film/sirat
Rebuilding,Max Walker-Silverman,2025,95 mins,USA,Drama,Australian Premiere,2025-08-20,Hoyts 8/10Level 3,6:15pm,https://miff.com.au/program/film/rebuilding
Rebuilding,Max Walker-Silverman,2025,95 mins,USA,Drama,Australian Premiere,2025-08-23,Hoyts 8/10Level 3,1:15pm,https://miff.com.au/program/film/rebuilding
Nightshift,Robina Rose,1981,75 mins,"UK, Jordan","Drama, Experimental",Australian Premiere,2025-08-16,Unknown,1:15pm,https://miff.com.au/program/film/nightshift
The Girls,Sumitra Peries,1978,110 mins,Sri Lanka,Drama,Australian Premiere,2025-08-17,Unknown,1:00pm,https://miff.com.au/program/film/the-girls
Last Call,Winnie Cheung,2025,8 mins,USA,"Thriller, Fantasy",Australian Premiere,2025-08-08,Unknown,6:30pm,https://miff.com.au/program/film/last-call
Last Call,Winnie Cheung,2025,8 mins,USA,"Thriller, Fantasy",Australian Premiere,2025-08-20,ACMI,10:00am,https://miff.com.au/program/film/last-call
Premiere With Purpose: Prime Minister,Lindsay Utz,2025,103 mins,"USA, New Zealand",Documentary,Victorian Premiere,2025-08-14,ACMI,10:30am,https://miff.com.au/program/film/premiere-with-purpose-prime-minister
Put Your Soul on Your Hand and Walk,Sepideh Farsi,2025,110 mins,"France, Iran, Palestine",Documentary,Australian Premiere,2025-08-19,Unknown,6:15pm,https://miff.com.au/program/film/put-your-soul-on-your-hand-and-walk
Put Your Soul on Your Hand and Walk,Sepideh Farsi,2025,110 mins,"France, Iran, Palestine",Documentary,Australian Premiere,2025-08-24,Hoyts 8/10Level 3,1:00pm,https://miff.com.au/program/film/put-your-soul-on-your-hand-and-walk
Dani: The Portrait of a Beauty,Cooper Yoo,2024,16 mins,South Korea,"Drama, Comedy",Australian Premiere,,,,https://miff.com.au/program/film/dani-the-portrait-of-a-beauty
"Inflatable Bear, Hourly",Elisabeth Werchosin,2024,12 mins,Germany,"Drama, Comedy",Australian Premiere,2025-08-09,ACMI,11:15am,https://miff.com.au/program/film/inflatable-bear-hourly
"Inflatable Bear, Hourly",Elisabeth Werchosin,2024,12 mins,Germany,"Drama, Comedy",Australian Premiere,2025-08-21,Unknown,3:45pm,https://miff.com.au/program/film/inflatable-bear-hourly
Julia Holter: The Passion of Joan of Arc,Carl Theodor Dreyer,1928,,France,,Australian Premiere,2025-08-11,Unknown,8:00pm,https://miff.com.au/program/film/julia-holter-the-passion-of-joan-of-arc
Julia Holter: The Passion of Joan of Arc,Carl Theodor Dreyer,1928,,France,,Australian Premiere,2025-08-12,Unknown,7:30pm,https://miff.com.au/program/film/julia-holter-the-passion-of-joan-of-arc
Ghost Boy,Rodney Ascher,2025,91 mins,"UK, South Africa",Documentary,Australian Premiere,2025-08-11,ACMI,10:45am,https://miff.com.au/program/film/ghost-boy
Ghost Boy,Rodney Ascher,2025,91 mins,"UK, South Africa",Documentary,Australian Premiere,2025-08-22,Unknown,6:30pm,https://miff.com.au/program/film/ghost-boy
BLKNWS: Terms & Conditions,Kahlil Joseph,2024,113 mins,USA,Experimental,Victorian Premiere,2025-08-16,Hoyts 3Level 3,3:45pm,https://miff.com.au/program/film/blknws-terms-conditions
BLKNWS: Terms & Conditions,Kahlil Joseph,2024,113 mins,USA,Experimental,Victorian Premiere,2025-08-24,Hoyts 8/10Level 3,1:00pm,https://miff.com.au/program/film/blknws-terms-conditions
High Art,Lisa Cholodenko,1998,101 mins,USA,Drama,Australian Premiere,2025-08-09,ACMI,11:15am,https://miff.com.au/program/film/high-art
High Art,Lisa Cholodenko,1998,101 mins,USA,Drama,Australian Premiere,2025-08-23,Unknown,11:00am,https://miff.com.au/program/film/high-art
Philip Brophy Restorations,Philip Brophy,2024,102 mins,Australia,"Comedy, Experimental",Australian Premiere,2025-08-21,ACMI,11:15am,https://miff.com.au/program/film/philip-brophy-restorations
Philip Brophy Restorations,Philip Brophy,2024,102 mins,Australia,"Comedy, Experimental",Australian Premiere,2025-08-22,ACMI,10:45am,https://miff.com.au/program/film/philip-brophy-restorations
Holding Liat,Brandon Kramer,2025,93 mins,USA,Documentary,Australian Premiere,2025-08-13,Unknown,6:30pm,https://miff.com.au/program/film/holding-liat
Holding Liat,Brandon Kramer,2025,93 mins,USA,Documentary,Australian Premiere,2025-08-20,Unknown,11:00am,https://miff.com.au/program/film/holding-liat
Breaking the Line: The Peta Searle Story,Grace Anna Cardona,2025,15 mins,Australia,Documentary,,2025-08-12,ACMI,10:30am,https://miff.com.au/program/film/breaking-the-line-the-peta-searle-story
Breaking the Line: The Peta Searle Story,Grace Anna Cardona,2025,15 mins,Australia,Documentary,,2025-08-19,ACMI,10:30am,https://miff.com.au/program/film/breaking-the-line-the-peta-searle-story
Kyuka Before Summer’s End,Kostis Charamountanis,2024,105 mins,"Greece, North Macedonia",Drama,Australian Premiere,2025-08-14,Forum154 Flinders StreetAdam's Sake10:45amKyuka Before Summer’s End1:00pmStranger Eyes3:30pmRomería6:30pmThe Wave9:15pm Kyuka Before Summer’s End1:00pm Kyuka Before Summer’s End1:00pm Kyuka Before Summer’s End,10:45am,https://miff.com.au/program/film/kyuka-before-summers-end
Kyuka Before Summer’s End,Kostis Charamountanis,2024,105 mins,"Greece, North Macedonia",Drama,Australian Premiere,2025-08-17,Hoyts 3Level 3,1:45pm,https://miff.com.au/program/film/kyuka-before-summers-end
The Toxic Avenger,Macon Blair,2024,102 mins,USA,"Comedy, Horror",Australian Premiere,2025-08-16,Unknown,86:30pm,https://miff.com.au/program/film/the-toxic-avenger
The Toxic Avenger,Macon Blair,2024,102 mins,USA,"Comedy, Horror",Australian Premiere,2025-08-23,ACMI,10:30am,https://miff.com.au/program/film/the-toxic-avenger
Marlon Williams: Two Worlds - Ngā Ao E Rua,Ursula Grace Williams,2024,92 mins,New Zealand,Documentary,Victorian Premiere,2025-08-10,Unknown,12:45pm,https://miff.com.au/program/film/marlon-williams-two-worlds-nga-ao-e-rua
Marlon Williams: Two Worlds - Ngā Ao E Rua,Ursula Grace Williams,2024,92 mins,New Zealand,Documentary,Victorian Premiere,2025-08-12,Capitol113 Swanston StFirst Light6:15pmMarlon Williams: Two Worlds - Ngā Ao E Rua9:30pm Marlon Williams: Two Worlds - Ngā Ao E Rua9:30pm Marlon Williams: Two Worlds - Ngā Ao E Rua9:30pm Marlon Williams: Two Worlds - Ngā Ao E Rua,6:15pm,https://miff.com.au/program/film/marlon-williams-two-worlds-nga-ao-e-rua
Marlon Williams: Two Worlds - Ngā Ao E Rua,Ursula Grace Williams,2024,92 mins,New Zealand,Documentary,Victorian Premiere,2025-08-23,Hoyts 11Level 3,12:15pm,https://miff.com.au/program/film/marlon-williams-two-worlds-nga-ao-e-rua
Resurrection,Bi Gan,2025,160 mins,"USA, France, China","Drama, Sci-Fi",Australian Premiere,2025-08-13,Unknown,6:00pm,https://miff.com.au/program/film/resurrection
Resurrection,Bi Gan,2025,160 mins,"USA, France, China","Drama, Sci-Fi",Australian Premiere,2025-08-21,Hoyts 8/10Level 3,6:00pm,https://miff.com.au/program/film/resurrection
Resurrection,Bi Gan,2025,160 mins,"USA, France, China","Drama, Sci-Fi",Australian Premiere,2025-08-24,Unknown,3:30pm,https://miff.com.au/program/film/resurrection
International Shorts 2,,,,,"Drama, Comedy, Fantasy, Horror, Romance",,2025-08-09,ACMI,11:15am,https://miff.com.au/program/film/international-shorts-2
International Shorts 2,,,,,"Drama, Comedy, Fantasy, Horror, Romance",,2025-08-21,Unknown,3:45pm,https://miff.com.au/program/film/international-shorts-2
Faceless,Fraser Pemberton,2025,28 mins,Australia,Drama,Victorian Premiere,2025-08-13,ACMI,10:30am,https://miff.com.au/program/film/faceless
Faceless,Fraser Pemberton,2025,28 mins,Australia,Drama,Victorian Premiere,2025-08-23,Unknown,10:30am,https://miff.com.au/program/film/faceless
Family Man,Kalani Gacon,2024,17 mins,"Australia, Nepal",Drama,Australian Premiere,2025-08-11,ACMI,10:00am,https://miff.com.au/program/film/family-man
Family Man,Kalani Gacon,2024,17 mins,"Australia, Nepal",Drama,Australian Premiere,2025-08-22,ACMI,10:15am,https://miff.com.au/program/film/family-man
The World Came Flooding In,Van Sowerwine,2025,30 mins,Australia,,World Premiere,,,,https://miff.com.au/program/film/the-world-came-flooding-in
Les Rites de Passage,Florian G.M. Fischer,2025,15 mins,Germany,"Documentary, Experimental",Australian Premiere,2025-08-10,ACMI,11:15am,https://miff.com.au/program/film/les-rites-de-passage
Les Rites de Passage,Florian G.M. Fischer,2025,15 mins,Germany,"Documentary, Experimental",Australian Premiere,2025-08-19,ACMI,11:15am,https://miff.com.au/program/film/les-rites-de-passage
"Sorry, Baby",Eva Victor,2025,104 mins,USA,Drama,Victorian Premiere,2025-08-10,Hoyts 11Level 3,3:45pm,https://miff.com.au/program/film/sorry-baby
"Sorry, Baby",Eva Victor,2025,104 mins,USA,Drama,Victorian Premiere,2025-08-14,Unknown,6:15pm,https://miff.com.au/program/film/sorry-baby
"Sorry, Baby",Eva Victor,2025,104 mins,USA,Drama,Victorian Premiere,2025-08-23,Unknown,1:00pm,https://miff.com.au/program/film/sorry-baby
D'est,Chantal Akerman,1993,110 mins,"France, Belgium",Experimental,Australian Premiere,2025-08-16,Unknown,1:15pm,https://miff.com.au/program/film/dest
I’m Glad You’re Dead Now,Tawfeek Barhom,2025,13 mins,"Greece, France, Palestine",Drama,Australian Premiere,2025-08-09,ACMI,11:15am,https://miff.com.au/program/film/im-glad-youre-dead-now
I’m Glad You’re Dead Now,Tawfeek Barhom,2025,13 mins,"Greece, France, Palestine",Drama,Australian Premiere,2025-08-21,Unknown,3:45pm,https://miff.com.au/program/film/im-glad-youre-dead-now
GEN_,Gianluca Matarrese,2025,104 mins,"France, Italy, Switzerland",Documentary,Australian Premiere,2025-08-13,Unknown,11:00am,https://miff.com.au/program/film/gen
